limit_saver,protect_business,avg_revenue,load_factor,avg_spoilage,avg_denied_business,avg_denied_flex
88,4,37512.54,0.9066101851851851,16.810166666666667,1.4656333333333333,0.04423333333333333
88,6,37519.888,0.906607962962963,16.810566666666666,1.4449333333333334,0.06533333333333333
88,8,37530.28866666667,0.9066014814814815,16.811733333333333,1.4152,0.09623333333333334
88,10,37545.08466666667,0.9065881481481481,16.814133333333334,1.3723666666666667,0.14146666666666666
88,12,37565.03,0.9065607407407408,16.819066666666668,1.3134,0.20536666666666667
88,14,37589.098666666665,0.9064975925925925,16.830433333333332,1.2383333333333333,0.2918
88,16,37616.726,0.9063774074074074,16.852066666666666,1.1459666666666666,0.4058
88,18,37645.87533333333,0.90615,16.893,1.0354333333333334,0.5572666666666667
88,20,37672.609333333334,0.9057561111111111,16.9639,0.9099666666666667,0.7536333333333334
88,22,37691.359333333334,0.905121111111111,17.0782,0.7753333333333333,1.0025666666666666
88,24,37694.897333333334,0.9041472222222222,17.2535,0.6389,1.3143
88,26,37678.57066666667,0.902750925925926,17.504833333333334,0.5027333333333334,1.7018
88,28,37633.71333333333,0.9008416666666667,17.8485,0.3791333333333333,2.1690666666666667
88,30,37554.97066666667,0.8983442592592592,18.298033333333333,0.2732,2.7245333333333335
88,32,37437.918,0.8951818518518518,18.867266666666666,0.18723333333333333,3.3797333333333333
88,34,37278.75,0.8912918518518519,19.567466666666668,0.12366666666666666,4.1435
88,36,37081.112,0.8867090740740741,20.392366666666668,0.0769,5.0151666666666666
88,38,36844.45933333333,0.8814011111111111,21.3478,0.04423333333333333,6.003266666666667
88,40,36570.394,0.8753796296296296,22.43166666666667,0.022733333333333335,7.108633333333334
90,0,37514.11,0.9155033333333334,15.2094,1.8507,0.029866666666666666
90,2,37519.17866666667,0.9155024074074074,15.209566666666667,1.8365,0.04423333333333333
90,4,37526.65066666667,0.9155012962962963,15.209766666666667,1.8156,0.06533333333333333
